order_month,customer_state,product_category_name,payment_type,cuboid_level,support_count,order_count,total_sales,avg_review_score,avg_delivery_days
2018-05,SP,automotivo,ALL,3,150,141,20390.42,4.2,4.946666666666666
2017-05,SP,moveis_decoracao,ALL,3,150,105,17514.329999999994,3.8466666666666667,6.38
2017-12,ALL,eletronicos,credit_card,3,150,137,8556.14,4.126666666666667,11.02
2018-01,SP,relogios_presentes,ALL,3,149,136,35667.11,4.080536912751678,6.604026845637584
2018-05,ALL,cool_stuff,credit_card,3,149,142,29480.060000000005,4.120805369127517,8.550335570469798
2017-08,SP,beleza_saude,ALL,3,149,139,15469.68,4.483221476510067,3.8523489932885906
2017-08,BA,ALL,credit_card,3,148,132,28985.08,4.0608108108108105,11.35135135135135
2018-02,ALL,bebes,credit_card,3,148,141,25891.670000000002,3.810810810810811,13.29054054054054
2018-02,MG,informatica_acessorios,ALL,3,148,119,16089.79,3.804054054054054,13.317567567567568
2017-11,SP,perfumaria,ALL,3,148,115,15765.04,3.614864864864865,4.986486486486487
2018-04,SP,automotivo,ALL,3,147,134,20194.43,4.2312925170068025,4.040816326530612
2018-06,ALL,pet_shop,credit_card,3,147,125,19096.91,4.394557823129252,5.666666666666667
2018-05,ALL,moveis_decoracao,boleto,3,147,110,18147.66,3.7823129251700682,9.17687074829932
2018-03,ALL,cama_mesa_banho,boleto,3,147,119,13948.5,3.6258503401360542,10.476190476190476
2018-04,SP,telefonia,ALL,3,147,111,10923.939999999999,3.931972789115646,3.0884353741496597
ALL,PE,relogios_presentes,credit_card,3,146,131,32574.559999999998,3.7260273972602738,14.191780821917808
2017-10,BA,ALL,credit_card,3,146,131,24830.43,3.7945205479452055,14.123287671232877
2017-09,BA,ALL,credit_card,3,146,129,22562.239999999998,3.8835616438356166,15.616438356164384
2018-02,SP,telefonia,ALL,3,146,126,5974.53,3.7465753424657535,4.6506849315068495
2018-02,SP,ALL,voucher,3,145,83,22789.050000000003,3.8551724137931034,6.137931034482759
2018-03,SP,automotivo,ALL,3,145,135,20117.76,4.303448275862069,6.696551724137931
2017-07,ALL,ferramentas_jardim,credit_card,3,145,121,19519.370000000003,4.220689655172414,8.006896551724138
2018-05,SP,ALL,voucher,3,145,82,16166.9,4.179310344827586,5.372413793103449
2018-07,SP,automotivo,ALL,3,145,132,13703.44,4.386206896551724,3.296551724137931
2017-11,DF,ALL,credit_card,3,144,132,25144.92,3.701388888888889,12.083333333333334
2017-08,ALL,automotivo,credit_card,3,144,107,23569.340000000004,4.277777777777778,7.222222222222222
2017-02,ALL,cama_mesa_banho,credit_card,3,144,124,17739.260000000002,4.173611111111111,8.743055555555555
2018-02,RJ,informatica_acessorios,ALL,3,144,115,17602.38,2.8402777777777777,19.76388888888889
2017-10,ALL,perfumaria,credit_card,3,144,132,15440.84,4.305555555555555,7.409722222222222
2017-10,SP,beleza_saude,ALL,3,144,124,15288.41,4.305555555555555,4.152777777777778
2018-07,MG,ALL,boleto,3,143,129,20917.31,4.090909090909091,5.79020979020979
2018-06,ALL,ferramentas_jardim,credit_card,3,143,116,18692.550000000003,4.20979020979021,6.573426573426573
2017-08,ALL,brinquedos,credit_card,3,143,131,17872.7,4.524475524475524,7.083916083916084
2017-01,ALL,moveis_decoracao,credit_card,3,143,106,13659.220000000001,3.797202797202797,9.86013986013986
2017-07,SP,beleza_saude,ALL,3,143,111,12342.869999999999,3.6573426573426575,4.5174825174825175
2018-04,DF,ALL,credit_card,3,142,122,19546.960000000003,4.169014084507042,7.992957746478873
2018-07,RJ,ALL,boleto,3,142,120,19184.320000000003,4.056338028169014,6.380281690140845
2018-08,MG,ALL,boleto,3,142,133,15609.810000000001,4.436619718309859,5.042253521126761
2017-03,SP,cama_mesa_banho,ALL,3,142,113,14758.580000000002,4.112676056338028,6.253521126760563
2017-11,ALL,cama_mesa_banho,boleto,3,142,116,13598.350000000002,3.5492957746478875,10.598591549295774
2017-04,ALL,beleza_saude,credit_card,3,141,130,21298.68,4.01418439716312,11.50354609929078
2018-07,ALL,papelaria,credit_card,3,141,129,16960.89,4.51063829787234,5.957446808510638
2017-11,ALL,eletronicos,credit_card,3,141,124,10418.48,3.8865248226950353,10.53191489361702
2018-07,ALL,ferramentas_jardim,credit_card,3,140,116,28529.759999999995,4.314285714285714,5.271428571428571
2017-07,SC,ALL,credit_card,3,140,121,19407.53,4.185714285714286,9.871428571428572
2018-04,ALL,perfumaria,credit_card,3,140,129,17818.69,4.178571428571429,6.692857142857143
2018-06,ALL,eletronicos,credit_card,3,140,130,10140.119999999999,4.492857142857143,6.414285714285715
ALL,CE,beleza_saude,credit_card,3,139,124,31432.449999999997,3.856115107913669,19.0431654676259
ALL,ES,esporte_lazer,credit_card,3,139,127,20486.53,4.172661870503597,12.37410071942446
2018-04,ALL,pet_shop,credit_card,3,139,125,19433.769999999997,4.079136690647482,7.83453237410072
ALL,RJ,utilidades_domesticas,boleto,3,139,106,15594.02,3.856115107913669,9.079136690647482
ALL,MG,ferramentas_jardim,boleto,3,139,106,14605.130000000001,4.424460431654676,9.057553956834532
2018-01,ALL,moveis_decoracao,boleto,3,139,110,14306.320000000002,4.100719424460432,8.661870503597122
2017-03,ALL,utilidades_domesticas,credit_card,3,139,122,11985.119999999999,4.043165467625899,8.906474820143885
2017-11,GO,ALL,credit_card,3,138,117,20018.13,3.920289855072464,13.884057971014492
2018-03,GO,ALL,credit_card,3,138,111,18813.2,3.4565217391304346,14.043478260869565
2017-09,ALL,telefonia,credit_card,3,138,126,17422.82,4.413043478260869,7.884057971014493
ALL,RS,esporte_lazer,boleto,3,138,110,13440.51,4.326086956521739,10.521739130434783
2017-10,SP,moveis_decoracao,ALL,3,138,94,11942.529999999999,4.0,4.318840579710145
2017-07,ALL,relogios_presentes,credit_card,3,137,127,35205.78999999999,4.0510948905109485,8.474452554744525
ALL,BA,ferramentas_jardim,credit_card,3,137,112,23766.699999999997,3.9051094890510947,15.89051094890511
2018-06,DF,ALL,credit_card,3,137,125,19409.32,4.211678832116788,6.416058394160584
2018-02,SP,automotivo,ALL,3,137,118,15878.85,4.08029197080292,5.8321167883211675
2017-09,ALL,bebes,credit_card,3,136,128,25038.89,3.948529411764706,7.977941176470588
2018-05,ALL,beleza_saude,boleto,3,136,122,17035.13,4.132352941176471,8.294117647058824
2018-05,DF,ALL,credit_card,3,135,118,26067.66,4.229629629629629,8.688888888888888
ALL,SC,ferramentas_jardim,credit_card,3,135,110,23509.22,3.933333333333333,12.281481481481482
2018-08,BA,ALL,credit_card,3,135,122,22140.88,4.118518518518519,8.555555555555555
2018-03,ALL,moveis_decoracao,boleto,3,135,97,15219.379999999997,3.414814814814815,10.762962962962963
2017-03,SP,moveis_decoracao,ALL,3,135,114,10752.810000000001,4.066666666666666,7.518518518518518
2018-03,SP,telefonia,ALL,3,135,125,7543.57,3.977777777777778,4.325925925925926
2018-03,DF,ALL,credit_card,3,134,117,20371.53,3.5671641791044775,12.432835820895523
2017-11,ALL,ferramentas_jardim,boleto,3,134,102,12302.390000000001,3.9328358208955225,12.873134328358208
2017-05,SP,utilidades_domesticas,ALL,3,134,110,11936.58,4.298507462686567,4.8059701492537314
ALL,SC,automotivo,credit_card,3,133,121,26263.39,3.887218045112782,10.68421052631579
2018-08,ALL,construcao_ferramentas_construcao,credit_card,3,133,101,22733.5,4.18796992481203,4.969924812030075
ALL,ES,beleza_saude,credit_card,3,133,124,20180.38,4.045112781954887,11.503759398496241
2018-01,DF,ALL,credit_card,3,133,118,18673.79,3.924812030075188,8.796992481203008
ALL,RS,moveis_decoracao,boleto,3,133,106,14435.64,3.8345864661654137,10.909774436090226
ALL,SP,unknown,boleto,3,133,114,13083.04,3.819548872180451,5.2180451127819545
2018-08,ALL,cama_mesa_banho,boleto,3,133,106,12708.34,4.368421052631579,5.406015037593985
2017-10,SP,relogios_presentes,ALL,3,132,112,29370.28,3.9545454545454546,4.7727272727272725
2018-07,DF,ALL,credit_card,3,132,119,21588.29,4.28030303030303,5.545454545454546
2017-09,SP,beleza_saude,ALL,3,132,119,18929.9,4.348484848484849,4.3106060606060606
2018-08,ALL,brinquedos,credit_card,3,132,121,17288.340000000004,4.128787878787879,4.371212121212121
2017-09,RJ,ALL,boleto,3,132,109,15052.2,4.075757575757576,9.734848484848484
2018-01,RJ,cama_mesa_banho,ALL,3,132,101,14659.39,3.7954545454545454,13.848484848484848
2018-03,ALL,papelaria,credit_card,3,132,118,13842.659999999998,3.9166666666666665,12.409090909090908
2018-02,ALL,papelaria,credit_card,3,132,120,12359.199999999999,3.712121212121212,13.333333333333334
ALL,PR,eletronicos,credit_card,3,132,118,9715.11,3.946969696969697,8.43939393939394
2018-01,SP,telefonia,ALL,3,132,115,6459.609999999999,3.7954545454545454,4.484848484848484
ALL,SC,relogios_presentes,credit_card,3,131,125,28882.26,4.244274809160306,10.557251908396946
2018-07,ALL,utilidades_domesticas,boleto,3,131,83,18598.69,4.122137404580153,5.938931297709924
2018-07,ALL,brinquedos,credit_card,3,131,127,18242.0,4.282442748091603,5.473282442748092
2018-06,SP,automotivo,ALL,3,131,112,16680.54,4.183206106870229,2.9770992366412212
2017-11,ALL,papelaria,credit_card,3,131,120,16612.14,4.33587786259542,10.564885496183207
2018-02,ALL,beleza_saude,boleto,3,131,117,15992.749999999998,4.068702290076335,10.381679389312977
2018-04,ALL,beleza_saude,boleto,3,131,115,15696.49,4.1679389312977095,7.442748091603053
2018-08,ALL,papelaria,credit_card,3,131,121,15216.71,4.572519083969466,5.458015267175573
2018-02,ALL,esporte_lazer,boleto,3,131,121,15125.82,3.9618320610687023,13.297709923664122
2017-09,SC,ALL,credit_card,3,130,115,24176.350000000002,4.107692307692307,10.5
2018-04,ALL,informatica_acessorios,boleto,3,130,108,20100.1,3.8076923076923075,8.161538461538461
2018-08,SP,ALL,voucher,3,130,78,18037.58,4.269230769230769,2.8692307692307693
2017-05,BA,ALL,credit_card,3,130,104,17381.93,3.9923076923076923,12.338461538461539
2018-03,ALL,esporte_lazer,boleto,3,130,115,14938.14,3.7,10.3
2017-04,ALL,utilidades_domesticas,credit_card,3,130,104,14312.2,4.0,10.46923076923077
2017-09,SP,moveis_decoracao,ALL,3,130,100,10718.77,4.230769230769231,4.8307692307692305
ALL,PE,esporte_lazer,credit_card,3,129,118,21635.88,3.9612403100775193,13.937984496124031
2018-05,SP,bebes,ALL,3,129,110,20370.89,4.3023255813953485,5.2015503875969
2018-01,ES,ALL,credit_card,3,129,116,19682.61,4.325581395348837,11.821705426356589
ALL,RJ,ferramentas_jardim,boleto,3,129,109,19388.449999999997,3.8372093023255816,12.054263565891473
2017-10,SC,ALL,credit_card,3,129,121,17642.41,4.271317829457364,8.248062015503876
2018-04,ALL,esporte_lazer,boleto,3,129,119,15858.240000000002,4.449612403100775,6.72093023255814
2017-06,SP,esporte_lazer,ALL,3,129,110,14963.46,4.317829457364341,6.209302325581396
ALL,DF,relogios_presentes,credit_card,3,128,122,31996.97,4.015625,9.5
ALL,PR,bebes,credit_card,3,128,119,21494.37,4.1484375,7.6171875
2017-05,SC,ALL,credit_card,3,128,109,18896.590000000004,4.0078125,12.171875
2017-09,SP,brinquedos,ALL,3,128,113,14145.779999999999,4.171875,5.03125
2017-09,SP,utilidades_domesticas,ALL,3,128,99,12020.970000000001,4.28125,4.0546875
2017-11,SP,telefonia,ALL,3,128,111,8908.97,3.734375,4.8984375
2017-02,ALL,beleza_saude,credit_card,3,127,116,22396.010000000002,4.047244094488189,8.188976377952756
2017-06,PR,ALL,credit_card,3,127,122,19049.53,4.31496062992126,8.05511811023622
2017-08,RJ,ALL,boleto,3,127,114,17279.300000000003,3.9921259842519685,8.330708661417322
2017-10,SP,informatica_acessorios,ALL,3,127,95,15976.990000000002,4.070866141732283,3.9448818897637796
2018-01,ALL,beleza_saude,boleto,3,127,112,13958.43,4.039370078740157,10.566929133858268
2018-04,ALL,cama_mesa_banho,boleto,3,127,103,12456.26,3.7874015748031495,9.700787401574804
2018-06,ALL,papelaria,credit_card,3,127,107,11994.460000000001,4.322834645669292,5.110236220472441
2018-03,ALL,moveis_escritorio,credit_card,3,126,101,24072.959999999995,3.492063492063492,11.119047619047619
2018-05,GO,ALL,credit_card,3,126,111,22174.76,3.8968253968253967,10.515873015873016
2017-11,PE,ALL,credit_card,3,126,103,21239.809999999998,3.5317460317460316,14.238095238095237
2017-11,RS,ALL,boleto,3,126,99,13624.379999999997,3.6666666666666665,11.80952380952381
ALL,SC,cool_stuff,credit_card,3,125,114,27341.770000000004,3.824,11.48
ALL,RS,automotivo,credit_card,3,125,116,23848.84,4.096,11.2
2017-03,RS,ALL,credit_card,3,125,111,19613.319999999996,3.968,10.48
2017-07,BA,ALL,credit_card,3,125,115,18416.549999999996,4.064,13.48
2017-05,SP,informatica_acessorios,ALL,3,125,91,15641.260000000002,4.24,4.84
2017-06,ALL,brinquedos,credit_card,3,125,119,15080.53,4.32,8.08
2017-02,SP,moveis_decoracao,ALL,3,125,98,12231.96,3.8,6.048
ALL,SC,telefonia,credit_card,3,125,118,11942.909999999998,3.768,12.336
ALL,CE,relogios_presentes,credit_card,3,124,116,32204.750000000004,3.9838709677419355,18.29032258064516
ALL,MG,moveis_escritorio,credit_card,3,124,100,26312.12,3.4838709677419355,8.46774193548387
2018-07,ALL,pet_shop,credit_card,3,124,107,17630.379999999997,4.32258064516129,4.903225806451613
2018-08,ALL,beleza_saude,boleto,3,124,120,17446.329999999998,4.314516129032258,5.217741935483871
2018-01,GO,ALL,credit_card,3,124,105,15988.46,3.8951612903225805,12.82258064516129
2017-10,RJ,ALL,boleto,3,124,105,15387.640000000001,3.9193548387096775,9.435483870967742
2017-05,SP,esporte_lazer,ALL,3,124,103,14464.789999999999,4.258064516129032,6.596774193548387
2018-01,PR,ALL,boleto,3,124,102,13806.720000000001,3.911290322580645,9.879032258064516
2017-08,MG,ALL,boleto,3,124,99,13803.67,4.241935483870968,7.661290322580645
2018-03,RJ,cama_mesa_banho,ALL,3,124,100,13572.829999999998,3.1048387096774195,22.45967741935484
ALL,DF,utilidades_domesticas,credit_card,3,124,95,13381.199999999999,4.032258064516129,7.153225806451613
2017-07,RJ,ALL,boleto,3,123,102,20850.89,3.8048780487804876,8.235772357723578
2018-08,DF,ALL,credit_card,3,123,112,19522.86,4.219512195121951,6.2682926829268295
2017-12,DF,ALL,credit_card,3,123,105,17292.09,4.162601626016261,10.268292682926829
2018-04,ES,ALL,credit_card,3,123,111,16750.64,3.894308943089431,13.544715447154472
2017-11,MG,cama_mesa_banho,ALL,3,123,101,13234.900000000001,3.6341463414634148,12.235772357723578
2017-10,SP,utilidades_domesticas,ALL,3,123,98,11228.320000000002,4.178861788617886,4.2439024390243905
2017-06,ALL,perfumaria,credit_card,3,122,114,23083.4,4.090163934426229,9.89344262295082
2017-08,SC,ALL,credit_card,3,122,107,20189.519999999997,4.131147540983607,9.032786885245901
2017-12,SP,automotivo,ALL,3,122,107,17053.559999999998,4.30327868852459,5.680327868852459
2017-06,SP,ALL,voucher,3,122,58,14724.220000000003,4.368852459016393,13.680327868852459
2017-09,ALL,perfumaria,credit_card,3,122,112,14161.12,4.049180327868853,7.967213114754099
2017-11,ALL,esporte_lazer,boleto,3,122,112,13880.91,4.385245901639344,8.262295081967213
2018-07,SP,ALL,debit_card,3,122,107,12658.44,4.368852459016393,3.5081967213114753
2018-05,SP,ferramentas_jardim,ALL,3,122,98,12563.86,4.30327868852459,6.459016393442623
ALL,DF,informatica_acessorios,credit_card,3,121,102,22149.72,3.5371900826446283,9.322314049586776
ALL,BA,utilidades_domesticas,credit_card,3,121,111,17756.38,3.9669421487603307,12.818181818181818
2018-02,ALL,brinquedos,credit_card,3,121,114,15465.57,3.8595041322314048,9.909090909090908
2017-04,SP,cama_mesa_banho,ALL,3,121,100,14578.22,4.074380165289257,7.867768595041323
2018-01,SP,eletronicos,ALL,3,121,115,5920.4800000000005,4.12396694214876,5.413223140495868
2018-03,ES,ALL,credit_card,3,120,108,16710.03,3.308333333333333,18.358333333333334
2018-02,ES,ALL,credit_card,3,120,113,16284.71,3.975,14.733333333333333
2017-05,SP,beleza_saude,ALL,3,120,109,13898.04,4.15,4.283333333333333
2017-12,SP,ferramentas_jardim,ALL,3,120,87,11374.41,4.066666666666666,8.658333333333333
2017-06,SP,moveis_decoracao,ALL,3,120,84,10553.349999999999,4.291666666666667,5.05
ALL,RS,perfumaria,credit_card,3,119,110,19058.1,4.369747899159663,10.798319327731093
2018-03,ALL,beleza_saude,boleto,3,119,111,17748.609999999997,3.672268907563025,12.050420168067227
2018-01,SP,cool_stuff,ALL,3,119,117,15844.06,4.235294117647059,4.949579831932773
2017-09,MG,ALL,boleto,3,119,108,14855.589999999998,4.336134453781512,7.0588235294117645
ALL,RS,eletronicos,credit_card,3,119,111,8702.289999999999,4.033613445378151,10.739495798319327
2018-07,PE,ALL,credit_card,3,118,111,25545.660000000003,4.0423728813559325,10.305084745762711
2018-06,ES,ALL,credit_card,3,118,101,19535.27,3.9237288135593222,10.813559322033898
2017-02,ALL,esporte_lazer,credit_card,3,118,105,15450.640000000001,4.127118644067797,7.6525423728813555
ALL,SP,consoles_games,boleto,3,118,109,13045.359999999999,4.0508474576271185,5.88135593220339
2017-10,RJ,cama_mesa_banho,ALL,3,118,86,12903.41,3.957627118644068,9.38135593220339
2018-02,RS,ALL,boleto,3,118,93,12434.469999999998,3.6864406779661016,15.135593220338983
2018-08,RJ,ALL,boleto,3,118,108,11484.240000000002,4.245762711864407,6.110169491525424
2017-03,ALL,telefonia,credit_card,3,118,109,7424.57,3.7711864406779663,9.09322033898305
ALL,GO,relogios_presentes,credit_card,3,117,114,31314.230000000003,4.17948717948718,12.435897435897436
ALL,BA,automotivo,credit_card,3,117,107,29905.990000000005,3.5641025641025643,16.136752136752136
2017-03,ALL,ferramentas_jardim,credit_card,3,117,94,21616.860000000004,3.8547008547008548,8.324786324786325
2017-05,ALL,perfumaria,credit_card,3,117,106,19136.219999999998,4.17948717948718,7.931623931623932
2017-10,ALL,automotivo,credit_card,3,117,99,18756.160000000003,4.085470085470085,8.58974358974359
2018-05,ALL,informatica_acessorios,boleto,3,117,92,17369.050000000003,3.752136752136752,9.145299145299145
2018-01,SP,automotivo,ALL,3,117,106,17287.94,4.3760683760683765,4.6239316239316235
2017-10,ALL,informatica_acessorios,boleto,3,117,94,16862.489999999998,3.923076923076923,7.418803418803419
ALL,GO,esporte_lazer,credit_card,3,117,103,15108.300000000001,4.247863247863248,11.418803418803419
ALL,PR,informatica_acessorios,boleto,3,117,96,15097.849999999999,4.119658119658119,7.794871794871795
2018-01,MG,cama_mesa_banho,ALL,3,117,91,12578.84,3.8290598290598292,8.692307692307692
2018-06,ALL,cama_mesa_banho,boleto,3,117,96,12180.359999999999,4.068376068376068,5.3076923076923075
ALL,RS,utilidades_domesticas,boleto,3,117,85,11065.81,3.9316239316239314,9.58974358974359
ALL,ES,relogios_presentes,credit_card,3,116,112,26783.41,4.068965517241379,12.689655172413794
2017-05,ALL,ferramentas_jardim,credit_card,3,116,95,20577.879999999997,4.172413793103448,9.982758620689655
2018-04,SP,ferramentas_jardim,ALL,3,116,94,16652.870000000003,4.413793103448276,3.7413793103448274
2018-03,ALL,unknown,credit_card,3,116,110,16553.24,3.9224137931034484,11.422413793103448
2018-05,ES,ALL,credit_card,3,116,103,16540.77,4.043103448275862,12.96551724137931
2018-08,SP,perfumaria,ALL,3,116,110,14098.070000000003,4.112068965517241,3.8879310344827585
ALL,PR,perfumaria,credit_card,3,116,104,13600.579999999998,4.396551724137931,8.767241379310345
2018-06,RJ,ALL,boleto,3,116,94,13335.9,4.172413793103448,7.103448275862069
2018-07,ALL,eletronicos,credit_card,3,116,105,11751.65,4.181034482758621,5.008620689655173
ALL,MG,telefonia,boleto,3,116,110,8290.060000000001,4.043103448275862,7.801724137931035
2017-11,SP,cool_stuff,ALL,3,115,108,20326.590000000004,4.417391304347826,5.052173913043478
2017-11,ALL,beleza_saude,boleto,3,115,98,19027.36,3.9391304347826086,7.6521739130434785
ALL,RJ,relogios_presentes,boleto,3,115,106,15617.809999999998,3.6782608695652175,10.97391304347826
2017-10,SP,brinquedos,ALL,3,115,111,14506.94,4.2,4.973913043478261
2018-03,SP,brinquedos,ALL,3,115,105,12721.74,3.9304347826086956,5.121739130434783
2018-04,ALL,papelaria,credit_card,3,115,102,12010.03,4.3478260869565215,7.886956521739131
2018-02,ALL,cama_mesa_banho,boleto,3,115,106,11373.16,3.5478260869565217,15.060869565217391
2017-11,RJ,moveis_decoracao,ALL,3,115,79,11235.180000000004,3.417391304347826,15.6
2017-07,ALL,telefonia,credit_card,3,115,106,9408.660000000002,4.243478260869566,6.973913043478261
2017-03,ALL,informatica_acessorios,credit_card,3,114,101,23485.6,4.0,7.991228070175438
2018-02,PE,ALL,credit_card,3,114,105,18377.139999999996,4.0701754385964914,15.868421052631579
ALL,RJ,consoles_games,credit_card,3,114,104,16775.159999999996,4.12280701754386,11.06140350877193
2017-08,ALL,informatica_acessorios,boleto,3,114,92,15032.630000000001,3.982456140350877,6.771929824561403
2018-05,SP,perfumaria,ALL,3,114,100,13787.740000000002,4.271929824561403,4.912280701754386
ALL,BA,cool_stuff,credit_card,3,113,110,21622.9,3.9026548672566372,16.27433628318584
2018-01,ALL,brinquedos,credit_card,3,113,111,18841.93,4.088495575221239,9.557522123893806
2017-09,SP,relogios_presentes,ALL,3,113,101,17402.089999999997,4.3628318584070795,4.920353982300885
2017-10,ALL,bebes,credit_card,3,113,109,15394.36,4.433628318584071,7.814159292035399
2018-08,SP,telefonia,ALL,3,113,96,15163.400000000001,3.8230088495575223,3.3805309734513274
2018-01,RS,ALL,boleto,3,113,91,14974.81,3.9469026548672566,13.849557522123893
2017-12,ALL,unknown,credit_card,3,113,107,14406.339999999998,3.734513274336283,9.690265486725664
2017-11,SP,automotivo,ALL,3,113,103,14306.56,4.247787610619469,6.95575221238938
2018-03,SP,cool_stuff,ALL,3,113,85,13965.41,3.9469026548672566,4.867256637168142
ALL,PR,moveis_decoracao,boleto,3,113,80,12729.28,3.911504424778761,7.168141592920354
ALL,MG,relogios_presentes,boleto,3,112,103,22017.71,3.7857142857142856,7.955357142857143
2018-01,RJ,informatica_acessorios,ALL,3,112,91,15010.509999999998,3.8035714285714284,14.785714285714286
2018-05,ALL,cama_mesa_banho,boleto,3,112,93,11893.23,4.080357142857143,8.4375
2018-03,ALL,fashion_bolsas_e_acessorios,credit_card,3,112,104,10540.59,3.6607142857142856,13.758928571428571
2018-01,ALL,malas_acessorios,credit_card,3,111,104,19550.880000000005,4.108108108108108,7.243243243243243
ALL,MG,consoles_games,credit_card,3,111,98,18243.49,4.306306306306307,8.252252252252251
2017-01,MG,ALL,credit_card,3,111,88,16618.969999999998,4.324324324324325,7.333333333333333
2018-04,GO,ALL,credit_card,3,111,105,15886.189999999997,4.306306306306307,11.333333333333334
2018-04,RS,ALL,boleto,3,111,98,13109.189999999997,4.2792792792792795,10.675675675675675
ALL,DF,moveis_decoracao,credit_card,3,111,82,11476.029999999999,3.972972972972973,9.73873873873874
2017-05,ALL,relogios_presentes,credit_card,3,110,103,35755.340000000004,4.245454545454545,7.718181818181818
2017-02,PR,ALL,credit_card,3,110,95,18398.729999999996,4.072727272727272,8.50909090909091
2017-07,ALL,informatica_acessorios,boleto,3,110,82,18294.089999999997,4.2,8.781818181818181
ALL,SC,informatica_acessorios,boleto,3,110,89,16077.850000000002,3.909090909090909,11.854545454545455
ALL,ES,informatica_acessorios,credit_card,3,110,101,14142.510000000004,4.009090909090909,12.427272727272728
2018-04,RJ,cama_mesa_banho,ALL,3,110,77,13885.380000000003,3.790909090909091,11.836363636363636
ALL,RJ,brinquedos,boleto,3,110,104,12634.839999999998,3.7363636363636363,12.918181818181818
2017-07,SP,informatica_acessorios,ALL,3,110,90,12296.439999999999,4.263636363636364,4.681818181818182
ALL,RS,papelaria,credit_card,3,110,100,11919.519999999999,4.036363636363636,12.845454545454546
2018-07,RJ,cama_mesa_banho,ALL,3,110,87,10371.440000000002,4.4363636363636365,6.218181818181818
2018-02,SP,relogios_presentes,ALL,3,109,101,20687.359999999997,3.5596330275229358,8.889908256880734
2017-09,SP,ALL,voucher,3,109,69,19387.850000000002,4.146788990825688,5.073394495412844
2017-12,SP,informatica_acessorios,ALL,3,109,91,16211.070000000002,3.889908256880734,6.238532110091743
2018-05,RJ,relogios_presentes,ALL,3,108,94,21623.16,3.8703703703703702,9.537037037037036
2017-11,CE,ALL,credit_card,3,108,92,18659.670000000006,3.2777777777777777,19.296296296296298
2018-04,SP,brinquedos,ALL,3,108,102,13689.849999999999,4.296296296296297,3.962962962962963
2017-04,RS,ALL,credit_card,3,108,98,13586.940000000004,4.037037037037037,9.351851851851851
2017-10,ALL,esporte_lazer,boleto,3,108,92,9781.82,4.0092592592592595,7.314814814814815
2017-06,ALL,telefonia,credit_card,3,108,103,6998.150000000001,4.148148148148148,7.574074074074074
ALL,SP,moveis_cozinha_area_de_servico_jantar_e_jardim,credit_card,3,107,93,23279.640000000007,4.009345794392523,5.289719626168225
2018-08,GO,ALL,credit_card,3,107,96,18905.27,4.308411214953271,7.897196261682243
2018-05,ALL,papelaria,credit_card,3,107,102,13363.210000000003,4.485981308411215,7.691588785046729
2018-03,SP,perfumaria,ALL,3,107,98,12772.08,3.9345794392523366,7.317757009345795
2018-05,RS,ALL,boleto,3,107,88,12323.299999999997,4.037383177570093,10.16822429906542
ALL,RS,beleza_saude,boleto,3,107,91,11335.799999999997,4.177570093457944,9.85981308411215
2018-06,RJ,cama_mesa_banho,ALL,3,107,82,10901.43,3.710280373831776,8.551401869158878
2018-07,ALL,informatica_acessorios,boleto,3,107,94,10411.140000000001,4.299065420560748,6.925233644859813
2017-12,SP,telefonia,ALL,3,107,96,5191.54,4.224299065420561,4.457943925233645
2018-04,PE,ALL,credit_card,3,106,93,18447.75,3.69811320754717,17.99056603773585
ALL,MG,cool_stuff,boleto,3,106,92,18076.33,4.330188679245283,7.886792452830188
2017-12,ALL,bebes,credit_card,3,106,103,16896.55,3.7452830188679247,13.00943396226415
2017-06,SP,beleza_saude,ALL,3,106,92,11708.75,4.235849056603773,4.952830188679245
2017-10,SP,ALL,voucher,3,106,75,11221.279999999999,4.10377358490566,4.933962264150943
ALL,RJ,construcao_ferramentas_construcao,credit_card,3,105,90,20963.25,3.3142857142857145,12.095238095238095
ALL,GO,utilidades_domesticas,credit_card,3,105,83,16788.489999999998,3.8,8.980952380952381
2018-08,ALL,ferramentas_jardim,credit_card,3,105,89,16459.27,4.123809523809523,6.2
2018-07,SP,ALL,voucher,3,105,81,15441.28,4.2,3.3904761904761904
2018-08,SP,bebes,ALL,3,105,96,14062.670000000002,4.066666666666666,3.238095238095238
2018-01,MG,informatica_acessorios,ALL,3,105,82,13856.66,3.857142857142857,8.838095238095239
2017-08,ALL,perfumaria,credit_card,3,105,96,13271.5,4.428571428571429,7.8
2018-04,ALL,moveis_decoracao,boleto,3,105,86,11077.460000000001,4.095238095238095,8.914285714285715
2018-07,SP,bebes,ALL,3,105,88,11002.01,4.2,3.657142857142857
ALL,RS,cama_mesa_banho,boleto,3,105,91,10757.42,3.7904761904761903,13.247619047619047
2017-03,SP,utilidades_domesticas,ALL,3,105,80,7838.71,4.133333333333334,6.6380952380952385
2017-11,SP,fashion_bolsas_e_acessorios,ALL,3,105,86,6854.34,3.6285714285714286,5.428571428571429
2018-07,GO,ALL,credit_card,3,104,89,24724.739999999998,4.028846153846154,8.740384615384615
ALL,SP,climatizacao,credit_card,3,104,88,19497.989999999998,3.894230769230769,5.6923076923076925
2017-08,ALL,bebes,credit_card,3,104,96,18991.809999999998,4.211538461538462,7.25
