order_month,customer_state,product_category_name,payment_type,cuboid_level,support_count,order_count,total_sales,avg_review_score,avg_delivery_days
ALL,SP,construcao_ferramentas_iluminacao,ALL,2,150,110,22351.069999999992,4.1466666666666665,3.0
2017-12,ALL,fashion_bolsas_e_acessorios,ALL,2,150,124,13454.649999999998,4.026666666666666,9.206666666666667
2017-04,ALL,telefonia,ALL,2,149,141,9973.21,4.221476510067114,10.825503355704697
2018-07,GO,ALL,ALL,2,148,115,29873.42,4.135135135135135,8.547297297297296
2017-06,SC,ALL,ALL,2,148,115,18150.43,3.972972972972973,10.574324324324325
ALL,ALL,eletrodomesticos,boleto,2,148,136,17231.47,4.243243243243243,9.033783783783784
ALL,ALL,informatica_acessorios,debit_card,2,148,138,15486.39,3.9594594594594597,7.4324324324324325
2018-05,ALL,pet_shop,ALL,2,148,127,14835.03,4.22972972972973,6.837837837837838
2018-07,PE,ALL,ALL,2,147,137,30856.619999999995,4.197278911564626,9.97278911564626
2018-08,ALL,ferramentas_jardim,ALL,2,147,122,22392.5,4.197278911564626,5.666666666666667
ALL,ES,moveis_decoracao,ALL,2,147,114,16540.86,3.9047619047619047,11.238095238095237
ALL,SP,moveis_cozinha_area_de_servico_jantar_e_jardim,ALL,2,146,124,29667.71,3.9383561643835616,5.321917808219178
2018-01,ALL,moveis_escritorio,ALL,2,146,106,25914.729999999996,3.191780821917808,15.63013698630137
ALL,ALL,agro_industria_e_comercio,credit_card,2,145,125,54963.32,4.075862068965518,7.793103448275862
ALL,ALL,construcao_ferramentas_seguranca,credit_card,2,145,125,34466.34999999999,3.8137931034482757,7.255172413793104
2018-06,ES,ALL,ALL,2,145,124,22960.0,3.924137931034483,10.565517241379311
ALL,ALL,cama_mesa_banho,debit_card,2,145,120,17063.510000000002,4.144827586206897,7.544827586206897
2017-11,ALL,consoles_games,ALL,2,143,129,15777.320000000002,3.993006993006993,10.188811188811188
2018-03,ALL,fashion_bolsas_e_acessorios,ALL,2,143,131,13021.810000000001,3.8531468531468533,12.622377622377622
2017-05,ALL,relogios_presentes,ALL,2,142,126,43188.649999999994,4.23943661971831,7.514084507042254
2018-07,ES,ALL,ALL,2,142,123,34315.3,4.21830985915493,8.30281690140845
2018-02,PE,ALL,ALL,2,142,125,21377.8,4.077464788732394,16.591549295774648
2017-12,GO,ALL,ALL,2,141,127,19010.260000000002,3.9290780141843973,14.22695035460993
ALL,SP,alimentos_bebidas,ALL,2,141,111,8854.689999999999,4.468085106382978,5.00709219858156
2018-04,ALL,moveis_escritorio,ALL,2,140,88,27901.9,3.5785714285714287,7.621428571428571
2017-06,BA,ALL,ALL,2,140,105,26896.38,3.742857142857143,14.621428571428572
ALL,SP,climatizacao,ALL,2,140,117,25817.660000000003,4.007142857142857,5.771428571428571
2017-04,ALL,informatica_acessorios,ALL,2,140,120,23514.35,3.835714285714286,11.892857142857142
2017-10,ALL,bebes,ALL,2,140,134,19795.03,4.35,8.107142857142858
2017-08,ALL,telefonia,ALL,2,140,131,13350.06,4.078571428571428,8.464285714285714
ALL,MG,consoles_games,ALL,2,139,122,22979.32,4.338129496402877,8.035971223021583
2018-03,ALL,unknown,ALL,2,139,127,20302.940000000002,3.870503597122302,11.776978417266188
2017-07,ALL,bebes,ALL,2,139,124,19688.3,4.39568345323741,6.482014388489208
2017-01,MG,ALL,ALL,2,138,106,19242.0,4.355072463768116,7.260869565217392
2018-04,PE,ALL,ALL,2,137,114,23319.8,3.627737226277372,17.277372262773724
ALL,AM,ALL,credit_card,2,137,123,23265.609999999997,4.109489051094891,22.21167883211679
2017-01,RJ,ALL,ALL,2,137,96,17742.45,4.0,11.978102189781023
2018-01,ALL,malas_acessorios,ALL,2,136,123,23643.449999999997,4.154411764705882,7.882352941176471
2017-10,GO,ALL,ALL,2,136,107,21048.4,4.3161764705882355,10.132352941176471
2017-08,GO,ALL,ALL,2,136,92,19131.97,4.272058823529412,8.933823529411764
ALL,PR,papelaria,ALL,2,136,121,14756.359999999999,4.382352941176471,8.602941176470589
ALL,ALL,papelaria,voucher,2,136,86,11789.560000000001,3.8970588235294117,8.088235294117647
2017-03,ALL,cool_stuff,ALL,2,135,121,24910.379999999997,4.42962962962963,9.851851851851851
2017-05,ALL,automotivo,ALL,2,135,106,23051.37,4.037037037037037,8.385185185185184
ALL,GO,utilidades_domesticas,ALL,2,135,101,18994.23,3.8814814814814813,10.088888888888889
ALL,PE,telefonia,ALL,2,135,122,14250.68,4.266666666666667,15.051851851851852
2017-08,ALL,bebes,ALL,2,134,125,23312.630000000005,4.246268656716418,7.3059701492537314
2018-05,ALL,papelaria,ALL,2,134,124,15817.45,4.388059701492537,8.791044776119403
2017-07,ALL,perfumaria,ALL,2,134,119,15515.66,4.126865671641791,9.656716417910447
2017-08,ALL,perfumaria,ALL,2,134,118,15508.54,4.425373134328358,7.611940298507463
2017-09,ALL,fashion_bolsas_e_acessorios,ALL,2,134,103,14545.36,4.156716417910448,7.492537313432836
2017-07,ALL,moveis_escritorio,ALL,2,133,97,25260.14,4.030075187969925,7.338345864661654
2017-02,PR,ALL,ALL,2,133,112,21778.54,4.030075187969925,8.586466165413533
2018-08,GO,ALL,ALL,2,133,118,21387.76,4.315789473684211,7.834586466165414
2017-11,ALL,unknown,ALL,2,133,115,17074.5,3.744360902255639,9.323308270676693
2018-01,ALL,fashion_bolsas_e_acessorios,ALL,2,132,116,10457.77,4.446969696969697,8.734848484848484
2017-04,PR,ALL,ALL,2,131,114,19009.02,4.068702290076335,9.312977099236642
ALL,ALL,sinalizacao_e_seguranca,credit_card,2,131,94,17596.629999999997,4.213740458015267,6.908396946564886
2018-03,ALL,pet_shop,ALL,2,131,110,17003.92,3.7099236641221376,11.748091603053435
2017-04,SC,ALL,ALL,2,131,105,15441.509999999998,4.068702290076335,12.145038167938932
ALL,GO,telefonia,ALL,2,131,115,8562.0,4.106870229007634,11.183206106870228
2017-06,ALL,relogios_presentes,ALL,2,130,118,32668.49,4.130769230769231,7.4
2017-04,ALL,cool_stuff,ALL,2,130,119,26093.800000000003,4.046153846153846,11.023076923076923
ALL,BA,brinquedos,ALL,2,130,116,19501.03,4.076923076923077,16.584615384615386
ALL,GO,moveis_decoracao,ALL,2,130,104,15955.91,3.6923076923076925,11.561538461538461
ALL,ALL,livros_interesse_geral,boleto,2,130,120,12497.65,4.376923076923077,7.676923076923077
2018-08,ALL,fashion_bolsas_e_acessorios,ALL,2,130,122,10207.720000000001,4.123076923076923,4.9
ALL,SP,industria_comercio_e_negocios,ALL,2,129,115,21520.62,4.217054263565892,3.9689922480620154
ALL,RJ,malas_acessorios,ALL,2,129,117,19280.879999999997,4.2015503875969,10.131782945736434
ALL,ALL,eletroportateis,boleto,2,128,121,38457.979999999996,4.25,7.84375
ALL,GO,ALL,voucher,2,128,74,19080.649999999998,3.7421875,10.96875
ALL,SC,perfumaria,ALL,2,128,108,16680.36,4.078125,11.671875
2017-11,CE,ALL,ALL,2,127,108,24732.760000000002,3.37007874015748,18.826771653543307
ALL,ALL,esporte_lazer,debit_card,2,127,118,18569.210000000003,4.291338582677166,6.803149606299213
2016-10,SP,ALL,ALL,2,127,109,17118.980000000003,3.62992125984252,4.6299212598425195
ALL,SC,eletronicos,ALL,2,127,114,10806.720000000001,4.031496062992126,11.007874015748031
2018-08,ALL,cool_stuff,ALL,2,126,120,19373.140000000003,3.992063492063492,5.0
ALL,GO,informatica_acessorios,ALL,2,126,111,16925.4,4.007936507936508,11.976190476190476
2018-02,ALL,unknown,ALL,2,126,110,15506.429999999998,4.0,10.952380952380953
2018-07,ALL,cool_stuff,ALL,2,125,118,34648.29,4.2,6.016
ALL,RJ,construcao_ferramentas_construcao,ALL,2,125,105,24592.17,3.4,11.84
2018-05,ALL,construcao_ferramentas_construcao,ALL,2,125,89,23580.339999999997,4.112,8.32
2017-09,GO,ALL,ALL,2,125,88,21302.269999999997,3.88,9.392
2017-07,ALL,automotivo,ALL,2,124,106,16765.68,4.17741935483871,8.008064516129032
2017-10,ES,ALL,ALL,2,124,100,14217.33,4.088709677419355,10.411290322580646
ALL,RJ,moveis_sala,ALL,2,123,96,22011.810000000005,3.821138211382114,9.666666666666666
2017-05,ALL,fashion_bolsas_e_acessorios,ALL,2,123,97,10574.710000000003,4.048780487804878,9.325203252032521
ALL,PR,fashion_bolsas_e_acessorios,ALL,2,123,107,10074.56,4.195121951219512,8.34959349593496
ALL,MG,construcao_ferramentas_construcao,ALL,2,122,99,20671.94,4.073770491803279,8.39344262295082
ALL,SC,brinquedos,ALL,2,122,115,18419.53,4.377049180327869,9.426229508196721
2017-09,DF,ALL,ALL,2,122,96,16644.15,3.9262295081967213,9.008196721311476
2017-12,ES,ALL,ALL,2,122,111,15370.160000000002,4.147540983606557,15.59016393442623
2017-02,ALL,ALL,voucher,2,122,67,14666.819999999998,4.10655737704918,10.87704918032787
2018-05,ALL,fashion_bolsas_e_acessorios,ALL,2,122,105,14546.82,4.5,7.311475409836065
2017-03,SC,ALL,ALL,2,121,108,20681.200000000004,3.9421487603305785,13.84297520661157
ALL,GO,ferramentas_jardim,ALL,2,121,76,18929.71,4.214876033057851,12.140495867768594
2018-08,ALL,eletronicos,ALL,2,121,115,13165.22,4.132231404958677,5.487603305785124
2017-12,PE,ALL,ALL,2,120,103,19857.91,3.933333333333333,16.333333333333332
2017-06,ALL,ferramentas_jardim,ALL,2,120,102,19436.010000000002,4.241666666666666,8.375
ALL,SP,telefonia_fixa,ALL,2,120,97,17683.18,3.85,5.408333333333333
ALL,ALL,unknown,voucher,2,120,63,16740.0,3.8333333333333335,7.958333333333333
2018-01,ALL,ALL,debit_card,2,120,109,11587.63,4.291666666666667,8.55
ALL,SP,market_place,ALL,2,120,105,11548.95,3.9583333333333335,4.1
2018-08,ALL,alimentos,ALL,2,120,103,9960.02,4.491666666666666,3.591666666666667
ALL,ALL,artigos_de_natal,credit_card,2,120,98,9222.359999999999,4.166666666666667,12.091666666666667
2018-03,PE,ALL,ALL,2,119,108,27521.949999999997,3.8151260504201683,17.361344537815125
2018-03,CE,ALL,ALL,2,119,98,22931.74,3.0588235294117645,23.92436974789916
2018-06,GO,ALL,ALL,2,119,105,18017.170000000002,4.07563025210084,8.941176470588236
2017-05,ES,ALL,ALL,2,119,93,17068.789999999997,4.436974789915967,8.84873949579832
ALL,SP,agro_industria_e_comercio,ALL,2,118,85,37965.10999999999,4.330508474576271,4.661016949152542
2017-06,ALL,automotivo,ALL,2,118,103,34312.69,3.9322033898305087,8.491525423728813
2018-07,ALL,construcao_ferramentas_construcao,ALL,2,118,98,17972.15000000001,4.3474576271186445,5.245762711864407
ALL,ES,utilidades_domesticas,ALL,2,118,103,15240.349999999999,4.203389830508475,11.788135593220339
2017-02,RS,ALL,ALL,2,117,104,18479.519999999997,4.076923076923077,10.162393162393162
2018-05,PE,ALL,ALL,2,117,106,17485.649999999998,3.9401709401709404,14.598290598290598
ALL,ES,telefonia,ALL,2,117,104,11311.44,3.8290598290598292,10.64102564102564
2018-06,ALL,construcao_ferramentas_construcao,ALL,2,116,108,25878.480000000003,4.206896551724138,6.137931034482759
2018-04,ALL,eletrodomesticos,ALL,2,116,106,20045.319999999996,4.120689655172414,7.637931034482759
2017-04,ALL,brinquedos,ALL,2,116,103,15403.740000000003,4.25,11.21551724137931
ALL,SC,bebes,ALL,2,115,97,20027.970000000005,4.086956521739131,10.4
2018-08,ES,ALL,ALL,2,115,105,19611.690000000002,4.104347826086957,6.965217391304348
2018-01,PE,ALL,ALL,2,115,104,18726.13,3.991304347826087,13.834782608695653
2017-10,DF,ALL,ALL,2,115,96,15558.91,3.8869565217391306,8.747826086956522
ALL,ES,ALL,voucher,2,115,81,11175.27,3.8956521739130436,12.834782608695653
ALL,SP,livros_tecnicos,ALL,2,115,110,8875.96,4.469565217391304,5.156521739130435
2017-02,ALL,telefonia,ALL,2,115,100,8870.18,4.026086956521739,10.321739130434782
ALL,PB,ALL,boleto,2,114,93,26424.870000000003,3.991228070175439,16.912280701754387
ALL,ALL,utilidades_domesticas,debit_card,2,114,102,15314.99,4.2105263157894735,6.12280701754386
2017-05,ALL,bebes,ALL,2,114,102,12404.92,4.166666666666667,7.5964912280701755
2018-04,ALL,ALL,debit_card,2,114,97,10885.35,4.254385964912281,6.991228070175438
2017-10,ALL,fashion_bolsas_e_acessorios,ALL,2,114,95,9793.140000000001,4.043859649122807,5.833333333333333
2017-04,ALL,perfumaria,ALL,2,113,101,23238.77,4.053097345132743,10.938053097345133
2018-02,ALL,moveis_escritorio,ALL,2,113,72,23009.760000000002,3.079646017699115,15.539823008849558
ALL,DF,automotivo,ALL,2,113,104,20197.870000000003,4.070796460176991,8.91150442477876
2018-01,CE,ALL,ALL,2,113,90,17839.31,3.584070796460177,17.805309734513273
ALL,PE,informatica_acessorios,ALL,2,113,100,16813.39,4.061946902654867,13.486725663716815
ALL,GO,perfumaria,ALL,2,113,85,14744.52,3.911504424778761,10.893805309734514
2018-04,ALL,fashion_bolsas_e_acessorios,ALL,2,113,96,11886.09,4.265486725663717,7.061946902654867
2017-03,BA,ALL,ALL,2,112,91,19375.989999999998,3.919642857142857,15.8125
2017-10,ALL,consoles_games,ALL,2,112,101,12461.55,4.008928571428571,7.723214285714286
2017-04,BA,ALL,ALL,2,111,92,22014.269999999997,3.891891891891892,20.46846846846847
2018-04,CE,ALL,ALL,2,111,100,21394.09,3.5135135135135136,21.234234234234233
2017-09,ALL,automotivo,ALL,2,111,97,17085.899999999998,4.099099099099099,8.36036036036036
ALL,ALL,casa_construcao,boleto,2,111,84,15257.580000000002,3.981981981981982,8.342342342342342
2018-02,ALL,fashion_bolsas_e_acessorios,ALL,2,111,102,11889.14,4.063063063063063,10.603603603603604
ALL,PA,beleza_saude,ALL,2,110,101,28315.540000000008,3.9,19.881818181818183
ALL,PI,ALL,boleto,2,110,94,17424.15,4.0181818181818185,13.6
2017-08,ES,ALL,ALL,2,110,95,16028.720000000003,4.072727272727272,8.99090909090909
ALL,BA,eletronicos,ALL,2,110,98,9130.880000000001,4.0,15.527272727272727
2018-07,CE,ALL,ALL,2,109,87,19983.219999999994,4.284403669724771,10.110091743119266
2017-09,ES,ALL,ALL,2,109,93,13488.91,3.9174311926605503,8.862385321100918
2017-03,ALL,perfumaria,ALL,2,108,104,21713.76,4.175925925925926,7.907407407407407
ALL,ES,ferramentas_jardim,ALL,2,108,85,13842.32,4.148148148148148,10.805555555555555
2017-10,ALL,papelaria,ALL,2,108,93,11008.529999999997,3.824074074074074,7.722222222222222
2018-05,ALL,moveis_escritorio,ALL,2,107,83,25767.519999999997,3.8878504672897196,8.69158878504673
2017-08,ALL,fashion_bolsas_e_acessorios,ALL,2,107,89,8858.439999999999,4.308411214953271,5.607476635514018
2017-04,ALL,relogios_presentes,ALL,2,106,90,27373.67,3.990566037735849,9.528301886792454
ALL,BA,bebes,ALL,2,106,95,18968.5,3.7547169811320753,15.90566037735849
ALL,SP,artes,ALL,2,106,94,16794.64,3.7169811320754715,3.650943396226415
2017-11,ALL,pet_shop,ALL,2,106,84,14541.55,4.273584905660377,9.273584905660377
2017-02,ALL,informatica_acessorios,ALL,2,106,97,13744.35,3.943396226415094,8.764150943396226
2017-07,ALL,eletronicos,ALL,2,106,87,11223.76,4.19811320754717,7.764150943396227
ALL,ALL,alimentos,boleto,2,106,99,6790.530000000001,4.160377358490566,7.4245283018867925
2018-06,PE,ALL,ALL,2,105,94,19283.260000000002,4.447619047619048,9.428571428571429
ALL,CE,informatica_acessorios,ALL,2,105,85,17623.66,3.6476190476190475,16.438095238095237
2017-11,ALL,moveis_escritorio,ALL,2,104,76,23262.140000000003,2.894230769230769,11.288461538461538
2018-06,ALL,cool_stuff,ALL,2,104,100,22273.229999999996,4.288461538461538,9.346153846153847
2017-03,ALL,brinquedos,ALL,2,104,100,14405.45,4.413461538461538,9.317307692307692
2018-02,CE,ALL,ALL,2,104,88,14234.13,2.875,25.692307692307693
ALL,PE,moveis_decoracao,ALL,2,104,73,12931.099999999999,3.5576923076923075,15.375
ALL,ALL,fashion_roupa_masculina,credit_card,2,104,89,10893.42,3.605769230769231,8.0
2017-10,ALL,moveis_escritorio,ALL,2,103,69,22179.88,3.2233009708737863,8.019417475728156
2017-09,ALL,moveis_escritorio,ALL,2,103,37,15953.740000000002,4.300970873786408,10.485436893203884
2017-05,ALL,unknown,ALL,2,103,86,13197.359999999999,4.087378640776699,7.029126213592233
2018-02,ALL,pet_shop,ALL,2,103,89,11863.86,3.9902912621359223,10.242718446601941
ALL,PE,ALL,voucher,2,103,72,11718.739999999998,4.038834951456311,15.815533980582524
ALL,SP,eletrodomesticos_2,ALL,2,102,88,39634.759999999995,4.235294117647059,6.176470588235294
ALL,GO,cool_stuff,ALL,2,102,86,26134.509999999995,4.078431372549019,9.490196078431373
2017-05,GO,ALL,ALL,2,102,86,20329.79,4.0588235294117645,12.862745098039216
2017-08,DF,ALL,ALL,2,102,86,12022.26,4.166666666666667,7.735294117647059
ALL,ALL,pet_shop,voucher,2,102,66,10352.06,4.401960784313726,6.519607843137255
ALL,CE,telefonia,ALL,2,102,95,9950.100000000002,3.676470588235294,15.901960784313726
ALL,ALL,moveis_decoracao,debit_card,2,102,77,8633.080000000002,4.137254901960785,6.431372549019608
ALL,RS,pet_shop,ALL,2,101,84,14761.219999999998,4.316831683168317,10.306930693069306
ALL,DF,brinquedos,ALL,2,101,91,14705.619999999999,3.9702970297029703,8.475247524752476
ALL,ES,brinquedos,ALL,2,101,93,13091.039999999997,4.178217821782178,9.990099009900991
ALL,RS,unknown,ALL,2,101,84,10617.099999999999,3.712871287128713,10.089108910891088
ALL,ALL,fashion_underwear_e_moda_praia,credit_card,2,101,92,9731.210000000001,3.9603960396039604,9.07920792079208
ALL,DF,telefonia,ALL,2,101,85,8416.71,4.128712871287129,8.633663366336634
2017-08,PE,ALL,ALL,2,100,85,16109.460000000001,3.88,17.3
ALL,GO,automotivo,ALL,2,100,75,13654.09,4.21,9.17
ALL,SP,construcao_ferramentas_jardim,ALL,2,100,80,9250.429999999998,4.34,5.92
2018-01,MT,ALL,ALL,2,99,85,14873.400000000001,4.05050505050505,15.06060606060606
2017-07,DF,ALL,ALL,2,99,75,12934.890000000001,4.191919191919192,7.828282828282828
ALL,ALL,eletronicos,voucher,2,99,61,8370.929999999998,4.121212121212121,9.535353535353535
2017-09,CE,ALL,ALL,2,98,77,20019.459999999995,3.857142857142857,10.86734693877551
2017-09,PE,ALL,ALL,2,98,76,18627.37,4.051020408163265,12.357142857142858
2017-12,ALL,consoles_games,ALL,2,98,88,10972.609999999999,4.173469387755102,10.571428571428571
2017-07,ES,ALL,ALL,2,98,82,9250.849999999999,3.9489795918367347,11.061224489795919
ALL,RJ,eletroportateis,ALL,2,97,85,33948.42,4.288659793814433,10.824742268041238
2018-06,CE,ALL,ALL,2,97,74,23047.059999999998,4.319587628865979,11.1340206185567
2017-04,ALL,automotivo,ALL,2,97,81,19334.469999999998,3.865979381443299,10.278350515463918
2018-05,MT,ALL,ALL,2,97,66,15456.789999999999,3.979381443298969,14.206185567010309
ALL,DF,ALL,voucher,2,97,77,11570.809999999998,3.9896907216494846,8.907216494845361
ALL,PE,cama_mesa_banho,ALL,2,96,82,13073.0,3.9270833333333335,15.84375
ALL,SC,papelaria,ALL,2,96,83,11246.029999999999,4.197916666666667,12.197916666666666
ALL,SP,fashion_calcados,ALL,2,96,84,8902.64,4.21875,5.708333333333333
ALL,MG,eletrodomesticos,ALL,2,96,85,8045.030000000001,3.8229166666666665,7.583333333333333
2017-10,PE,ALL,ALL,2,95,80,23535.12,4.347368421052631,12.905263157894737
ALL,BA,moveis_escritorio,ALL,2,95,61,19299.64,3.610526315789474,16.53684210526316
2018-08,PE,ALL,ALL,2,95,85,15995.380000000001,4.168421052631579,9.2
ALL,PA,informatica_acessorios,ALL,2,95,84,15964.56,3.9368421052631577,19.45263157894737
2018-04,ALL,construcao_ferramentas_construcao,ALL,2,95,78,15837.66,4.11578947368421,6.757894736842105
ALL,CE,esporte_lazer,ALL,2,95,89,13822.54,4.010526315789473,16.873684210526317
2018-01,ALL,pet_shop,ALL,2,95,77,13122.64,4.105263157894737,9.926315789473684
2017-07,PE,ALL,ALL,2,95,73,13035.779999999999,3.610526315789474,18.526315789473685
ALL,SP,sinalizacao_e_seguranca,ALL,2,95,65,9682.22,4.178947368421053,4.042105263157895
2017-07,ALL,fashion_bolsas_e_acessorios,ALL,2,95,82,6974.33,4.073684210526316,8.147368421052631
ALL,PR,moveis_escritorio,ALL,2,94,55,20585.46,3.478723404255319,7.904255319148936
ALL,ALL,malas_acessorios,voucher,2,94,61,11566.519999999999,4.095744680851064,9.638297872340425
2017-08,ALL,consoles_games,ALL,2,94,85,11224.46,4.23404255319149,7.191489361702128
ALL,RJ,eletrodomesticos,ALL,2,94,83,11202.440000000002,3.9574468085106385,11.063829787234043
ALL,PR,pet_shop,ALL,2,94,82,10417.149999999998,4.085106382978723,8.361702127659575
2018-06,ALL,fashion_bolsas_e_acessorios,ALL,2,94,82,10070.1,4.51063829787234,6.585106382978723
2017-06,GO,ALL,ALL,2,93,79,12375.51,4.010752688172043,11.741935483870968
ALL,MT,beleza_saude,ALL,2,92,84,18044.100000000002,3.989130434782609,14.206521739130435
ALL,ES,automotivo,ALL,2,92,82,16736.59,3.9565217391304346,12.717391304347826
2017-01,ALL,esporte_lazer,ALL,2,92,62,12724.55,4.108695652173913,9.228260869565217
2017-08,ALL,pet_shop,ALL,2,92,76,12621.34,4.206521739130435,6.076086956521739
2017-06,ES,ALL,ALL,2,92,79,12573.470000000003,4.282608695652174,13.423913043478262
2018-05,ALL,casa_construcao,ALL,2,92,63,12379.089999999997,4.021739130434782,6.369565217391305
ALL,DF,perfumaria,ALL,2,92,82,11776.57,4.130434782608695,9.08695652173913
2017-01,ALL,beleza_saude,ALL,2,91,82,17275.91,4.131868131868132,7.527472527472527
ALL,MA,beleza_saude,ALL,2,91,83,16032.12,3.78021978021978,16.46153846153846
ALL,GO,brinquedos,ALL,2,91,76,10648.26,4.087912087912088,10.956043956043956
ALL,ALL,moveis_escritorio,voucher,2,90,38,14795.34,4.266666666666667,11.133333333333333
ALL,ALL,moveis_sala,boleto,2,90,78,14212.720000000001,4.177777777777778,8.78888888888889
ALL,CE,moveis_decoracao,ALL,2,90,68,12316.929999999998,3.488888888888889,15.977777777777778
2017-07,ALL,pet_shop,ALL,2,90,71,8684.320000000002,3.7333333333333334,7.788888888888889
ALL,RN,ALL,boleto,2,89,80,16470.249999999996,4.179775280898877,17.471910112359552
2017-02,ALL,automotivo,ALL,2,89,77,15450.050000000001,4.280898876404494,11.9438202247191
2017-08,CE,ALL,ALL,2,89,73,13936.630000000001,4.404494382022472,11.325842696629213
2017-11,MT,ALL,ALL,2,89,74,13462.16,3.752808988764045,15.404494382022472
ALL,BA,perfumaria,ALL,2,89,80,12298.57,4.213483146067416,15.303370786516854
ALL,CE,cama_mesa_banho,ALL,2,89,68,9986.060000000001,3.865168539325843,17.10112359550562
2017-03,ALL,automotivo,ALL,2,88,76,16910.38,4.079545454545454,11.329545454545455
2017-12,CE,ALL,ALL,2,88,81,14013.96,4.068181818181818,17.875
2017-06,ALL,fashion_bolsas_e_acessorios,ALL,2,88,77,9085.039999999999,4.125,7.534090909090909
ALL,PE,automotivo,ALL,2,87,82,15304.799999999997,3.8505747126436782,13.057471264367816
2017-07,GO,ALL,ALL,2,87,77,11018.750000000002,4.471264367816092,11.402298850574713
ALL,BA,fashion_bolsas_e_acessorios,ALL,2,87,70,9141.61,3.9885057471264367,14.057471264367816
ALL,PA,esporte_lazer,ALL,2,86,76,15869.730000000003,3.802325581395349,20.96511627906977
ALL,CE,ALL,voucher,2,86,56,14308.849999999999,4.093023255813954,15.0
2017-07,ALL,malas_acessorios,ALL,2,86,73,11653.81,3.941860465116279,11.174418604651162
ALL,SC,pet_shop,ALL,2,86,79,10933.02,4.174418604651163,10.313953488372093
ALL,RS,fashion_bolsas_e_acessorios,ALL,2,86,77,10259.230000000001,4.27906976744186,11.813953488372093
2018-04,PA,ALL,ALL,2,85,71,14880.030000000002,3.376470588235294,25.905882352941177
ALL,MG,instrumentos_musicais,ALL,2,84,71,31820.250000000004,4.285714285714286,9.630952380952381
ALL,RJ,instrumentos_musicais,ALL,2,84,76,25504.7,3.880952380952381,12.30952380952381
ALL,PB,beleza_saude,ALL,2,84,77,20555.47,3.9404761904761907,15.523809523809524
ALL,PE,cool_stuff,ALL,2,84,73,17797.180000000004,4.178571428571429,14.523809523809524
ALL,SE,ALL,boleto,2,84,74,12946.109999999999,4.142857142857143,18.11904761904762
2017-06,DF,ALL,ALL,2,84,70,9836.949999999997,3.857142857142857,10.392857142857142
ALL,ALL,audio,boleto,2,84,79,8939.070000000002,3.7261904761904763,8.642857142857142
2017-07,ALL,papelaria,ALL,2,84,75,8823.65,4.083333333333333,7.309523809523809
2018-07,ALL,eletrodomesticos,ALL,2,84,79,6814.149999999999,4.416666666666667,5.0
2018-07,ALL,moveis_escritorio,ALL,2,83,64,17631.289999999997,3.710843373493976,4.9156626506024095
2017-02,ALL,utilidades_domesticas,ALL,2,83,68,14669.470000000003,3.7710843373493974,9.963855421686747
ALL,DF,cool_stuff,ALL,2,83,79,14489.83,3.927710843373494,10.012048192771084
2018-03,ALL,ALL,debit_card,2,83,78,8375.12,3.7710843373493974,11.759036144578314
ALL,SC,fashion_bolsas_e_acessorios,ALL,2,83,75,7950.880000000001,4.144578313253012,11.265060240963855
ALL,ES,eletronicos,ALL,2,83,73,5630.01,4.072289156626506,11.650602409638553
2017-03,ALL,relogios_presentes,ALL,2,82,76,28202.99,4.158536585365853,10.75609756097561
ALL,MT,ferramentas_jardim,ALL,2,82,37,23186.38,2.841463414634146,12.182926829268293
2018-01,MS,ALL,ALL,2,82,70,13118.66,4.329268292682927,11.170731707317072
ALL,MS,esporte_lazer,ALL,2,82,61,11543.4,4.195121951219512,11.378048780487806
2017-09,ALL,unknown,ALL,2,82,62,8707.130000000001,3.926829268292683,7.951219512195122
2018-02,ALL,ALL,debit_card,2,82,69,7469.54,3.597560975609756,14.926829268292684
2017-11,ALL,ALL,debit_card,2,82,68,6084.06,3.9146341463414633,10.195121951219512
2018-03,PA,ALL,ALL,2,81,73,16491.42,2.419753086419753,32.370370370370374
2017-03,ALL,moveis_escritorio,ALL,2,81,60,14860.2,3.2839506172839505,12.135802469135802
ALL,TO,ALL,boleto,2,81,76,13287.28,4.296296296296297,13.296296296296296
2017-08,ALL,papelaria,ALL,2,81,75,7966.07,4.530864197530864,7.0246913580246915
2017-08,ALL,unknown,ALL,2,81,66,6762.21,4.074074074074074,6.716049382716049
2018-06,ALL,moveis_escritorio,ALL,2,80,60,17210.77,3.65,6.775
2017-05,PE,ALL,ALL,2,80,67,13738.309999999998,4.075,11.4875
ALL,ALL,telefonia,debit_card,2,80,77,11285.32,4.075,7.2
2018-02,MS,ALL,ALL,2,80,64,10331.71,3.775,17.4625
ALL,PR,unknown,ALL,2,80,73,9946.46,4.125,9.075
ALL,ALL,market_place,boleto,2,80,73,9105.73,4.1375,8.025
2018-07,ALL,fashion_bolsas_e_acessorios,ALL,2,80,76,7771.81,4.575,5.1875
ALL,PA,relogios_presentes,ALL,2,79,74,26866.150000000005,4.0886075949367084,17.89873417721519
2017-11,PA,ALL,ALL,2,79,70,14710.82,3.430379746835443,20.645569620253166
ALL,RS,ALL,debit_card,2,79,76,14601.7,4.329113924050633,10.49367088607595
ALL,RJ,casa_construcao,ALL,2,79,51,11364.220000000001,3.9873417721518987,11.987341772151899
2018-04,ALL,unknown,ALL,2,79,74,9763.579999999996,4.0886075949367084,6.974683544303797
